Pokedex_number,ImageLocation,Caption
67,dataset/images/67.png,"Machoke is a bipedal, humanoid Pokémon covered in blue-gray skin (purple prior to Generation VI). It has a vaguely reptilian face with a short snout, narrow red eyes, and four pointed teeth visible inside its mouth. Two of these teeth are in the upper jaw, while two are in the lower jaw. On top of its head are three brown ridges. Its arms are muscular with dark red, vertical stripes on them. The lower part of its body has black markings that resemble briefs.[1] It is always seen wearing a black and gold power-save belt resembling a championship belt. It possesses large pectoral muscles that protrude slightly over its belt.
"
68,dataset/images/68.png,"Machamp is a humanoid Pokémon with four well-muscled arms. It has bluish-gray skin, red eyes, and large, pale, yellow lips. On its head, there are three brown ridges right above its eyes. It has two arms on each side of its body: a pair located in the normal position, and another pair directly above that attaches on the top of the shoulders. It has black markings that resemble briefs[1] and wears a golden power-save belt that resembles a championship belt. Its legs have considerable muscle tone, and its feet have two toes each.
"
69,dataset/images/69.png,"Bellsprout is a plant-based Pokémon with a stem-like brown body. There is a single green leaf on each side of its body. It has a yellow bell-shaped head with what appear to be pink lips at the end and beady black eyes. It is capable of spitting corrosive acid from its mouth. Its stem is long, thin and very flexible, making it capable of swerving rapidly to avoid many attacks or moving with blinding speed to capture prey. Its roots resemble feet, and it uses them as such. 
"
70,dataset/images/70.png,"Weepinbell is a pitcher plant Pokémon with a yellow, bell-shaped body. Above Weepinbell's circular eyes are three small green spots and a small, brown hook-shaped stem. It has wide, gaping mouth with pink lips. On each side of its body is a large, green leaf. 
"
71,dataset/images/71.png,"Victreebel is a pitcher plant Pokémon with a bell-shaped body. It has a gaping mouth with pink lips and two sharp teeth. Its semicircular eyes appear directly under its mouth and it has several dark green spots on its body. On either side of its body is a large green leaf. Covering Victreebel's mouth is a leaf with a long, brown, yellow-tipped vine growing out of it. The vine is flicked to mimic an animal in order to attract prey. Victreebel also produces a sweet scent to further aid in luring its victims. Acid that has dissolved numerous prey animals becomes sweeter and even more effective at attracting prey.
"
72,dataset/images/72.png,"Tentacool is a small, cnidarian Pokémon. It has a light blue, clear body with two large, transparent, red, crystalline eyes on each side of its body and one small one in the middle. Near the base of its body is a pointed, beak-like projection and two eyes with small pupils. There are two grayish tentacles extending from beneath its round lower body, which has a cape-like formation on the back.
"
73,dataset/images/73.png,"Tentacruel is a large, cnidarian Pokémon. It has a clear, light blue body with two large, red orbs on either side and a smaller orb in the center. Its eyes are visible in its round lower body, which is black. Extending from its lower body are two blue, beak-like appendages and numerous grayish tentacles. Its red orbs glow whenever it is excited or agitated, communicating with its own kind, and it may alert others to danger by stridently flashing them. They are also capable of refracting sunlight, storing energy, and firing ultrasonic waves.
"
74,dataset/images/74.png,"Geodude is a brownish-gray boulder Pokémon. It has bulging, rocky eyebrows, trapezoidal eyes with brown pupils, and a wide mouth. Its arms are muscular with five-fingered hands. Geodude uses its arms to climb steadily up steep mountain paths. As a result of their physical appearance, Rhyperior sometimes mistake this Pokémon for actual boulders and fire them through their hands.
"
75,dataset/images/75.png,"Graveler is a bipedal, boulder Pokémon. Its round body is covered with small bumps and it has a rocky crest above its small eyes and mouth. It has four arms, each with a three-fingered hand. Its second pair of arms is typically kept tucked against its chest. It was shown in Pokémon Snap that, despite having legs, it can revert to a legless form. This grants it the ability to float.
"
76,dataset/images/76.png,"Golem is a bipedal tortoise-like boulder Pokémon with a spherical body covered by a shell of plated, green rocks. Its body is so hard that even dynamite cannot scratch it. Its head protrudes from the center of the shell. The head has a flat snout with two pointed teeth in the lower jaw and red eyes. It has short arms that have three claws and two legs with feet that have four claws in front and one in back. The head and limbs are light brown. 
"
77,dataset/images/77.png,"Ponyta is an equine Pokémon with cream-colored fur that resembles a foal/filly. It has brown eyes and triangular ears with reddish interiors. Yellow and reddish-orange flames make up its mane and tail. The mane forms a short crest on top of its head and a short strip down its back to its tail. Additional flames are present behind its elbows and knees. The fire appears about an hour after hatching. It has four long legs, each ending in a single, gray hoof. These hooves are said to be ten times harder than diamonds and act as shock absorbers.
"
78,dataset/images/78.png,"Rapidash is an equine Pokémon with cream-colored fur and a pointed horn on its forehead. It has small, red eyes and triangular ears with reddish interiors. Yellow and reddish-orange flames stream from the back of its head to form a long, flowing mane. A short version of the mane trails down its back to its equally fiery tail. Flames are also present on its fetlocks. It has slender legs, each with a single black hoof.
"
79,dataset/images/79.png,"Slowpoke is a pink Pokémon that resembles a cross between a salamander and a hippopotamus. It has vacant eyes that never seem focused, curled ears, and a rounded, tan muzzle. It has four legs, each of which ends in a single white claw. Its long, tapering tail has a white tip. This tail drips a sweet, sappy substance that is attractive to many species of fish. Slowpoke uses the tail as a fishing lure. The tail often breaks off, but it will grow back. Slowpoke tails are considered a delicacy and commonly used as a cooking ingredient: in Alola, they are often dried and used in home-cooked stews, while in Galar, they are smoked and packaged as a curry ingredient. Slowpoke is also known to dive underwater to hunt, but is often itself caught instead.
"
